id,lat,lon,rain,sea,elevation,dist_river,dist_drainage,rain_norm,sea_norm,elevation_norm,dist_river_norm,drainage_norm,flood_index_base,water_influence,target_risk,is_flooded
N_132,12.92,74.81,0.0,1.0,10.0,7.239680643062018,6.124103759603919,0.0,0.3333333333333333,0.1,0.7239680643062018,1.0,0.3333333333333333,0.13624570994724006,0.535013602444723,1
N_133,12.92,74.82,0.0,1.0,9.0,6.976856743106121,5.347896632928296,0.0,0.3333333333333333,0.09,0.6976856743106121,1.0,0.3333333333333333,0.14130567232043298,0.5403767451851679,1
N_134,12.92,74.83,0.0,1.0,10.0,6.876765397904625,4.5088601254843335,0.0,0.3333333333333333,0.1,0.6876765397904625,0.9017720250968667,0.3333333333333333,0.14333289754881773,0.27768695184623277,0
N_135,12.92,74.84,0.0,1.0,5.0,6.885079288359197,3.538234631384885,0.0,0.3333333333333333,0.05,0.6885079288359197,0.707646926276977,0.3333333333333333,0.1431622976229524,0.5620273520353686,1
N_136,12.92,74.85,0.0,1.0,18.0,6.371626338868476,2.6565911032859795,0.0,0.3333333333333333,0.18,0.6371626338868477,0.5313182206571959,0.3333333333333333,0.1545206641480546,0.20647675658220066,0
N_137,12.92,74.86,0.0,1.0,41.0,6.011709945335559,1.9861861920536459,0.0,0.3333333333333333,0.41,0.6011709945335559,0.39723723841072917,0.3333333333333333,0.16362033030759215,0.29300358825512246,0
N_138,12.92,74.87,0.0,1.0,72.0,5.833816898720231,1.4746298271554443,0.0,0.3333333333333333,0.72,0.5833816898720231,0.29492596543108884,0.3333333333333333,0.1685255910433761,0.41252330253077935,0
N_139,12.92,74.88,0.0,1.0,40.0,5.854563316610892,0.4485441789594912,0.0,0.3333333333333333,0.4,0.5854563316610892,0.08970883579189824,0.3333333333333333,0.16793842752673283,0.19013384200457617,0
N_140,12.92,74.89,0.0,1.0,47.0,5.685607391064465,0.6085511714648858,0.0,0.3333333333333333,0.47,0.5685607391064466,0.12171023429297716,0.3333333333333333,0.17284269954861473,0.240901471353965,0
N_141,12.92,74.9,0.0,1.0,94.0,5.097408383167551,1.605798127068281,0.0,0.3333333333333333,0.94,0.5097408383167551,0.3211596254136562,0.3333333333333333,0.19240358391667348,0.29596045447116925,1
N_142,12.92,74.91,0.0,1.0,64.0,4.689416932834769,2.671337893281436,0.0,0.3333333333333333,0.64,0.4689416932834769,0.5342675786562872,0.3333333333333333,0.20879368282688185,0.10025760587795864,0
N_143,12.93,74.81,0.0,1.0,6.0,8.303064970852096,6.347371993407391,0.0,0.3333333333333333,0.06,0.8303064970852096,1.0,0.3333333333333333,0.1190041970957886,0.5961518871981739,1
N_144,12.93,74.82,0.0,1.0,0.0,8.074936006667807,5.270744015442947,0.0,0.3333333333333333,0.0,0.8074936006667807,1.0,0.3333333333333333,0.122325116573923,0.08047863772560404,1
N_145,12.93,74.83,0.0,1.0,0.0,7.9886181082773415,4.197778805133092,0.0,0.3333333333333333,0.0,0.7988618108277341,0.8395557610266184,0.3333333333333333,0.12363051223504644,0.4482491263763967,0
N_146,12.93,74.84,0.0,1.0,4.0,7.847210725121657,3.13224272681911,0.0,0.3333333333333333,0.04,0.7847210725121657,0.626448545363822,0.3333333333333333,0.12583031136181327,0.22912445197378706,1
N_147,12.93,74.85,0.0,1.0,28.0,7.40083061488312,2.0855539544411807,0.0,0.3333333333333333,0.28,0.740083061488312,0.41711079088823616,0.3333333333333333,0.1333185684817097,0.342869484988135,0
N_148,12.93,74.86,0.0,1.0,47.0,7.093342393337896,1.112258646491011,0.0,0.3333333333333333,0.47,0.7093342393337896,0.22245172929820217,0.3333333333333333,0.13901743380464535,0.4866107448461354,0
N_149,12.93,74.87,0.0,1.0,30.0,6.943223583323405,0.6882561324672267,0.0,0.3333333333333333,0.3,0.6943223583323406,0.13765122649344536,0.3333333333333333,0.14198044235990895,0.2876855804693699,0
N_150,12.93,74.88,0.0,1.0,13.0,6.960663477720806,0.932126211799503,0.0,0.3333333333333333,0.13,0.6960663477720807,0.1864252423599006,0.3333333333333333,0.14162974954908936,0.5731069537672229,1
N_151,12.93,74.89,0.0,1.0,75.0,6.601675521243188,0.8752047733606463,0.0,0.3333333333333333,0.75,0.6601675521243189,0.17504095467212927,0.3333333333333333,0.1492164156307132,0.3291442040315593,0
N_152,12.93,74.9,0.0,1.0,103.0,6.102443301737654,1.7245718451074927,0.0,0.3333333333333333,1.0,0.6102443301737653,0.3449143690214985,0.3333333333333333,0.16122678617954375,0.3993147007486232,0
N_153,12.93,74.91,0.0,1.0,22.0,5.766024014842579,2.7443440077480634,0.0,0.3333333333333333,0.22,0.5766024014842579,0.5488688015496127,0.3333333333333333,0.17047321958957853,0.03892959805288615,0
