latitude,longitude,elevation_m,slope_deg,aspect_deg,flood_risk_zone,source,resolution_m
12.83755,74.8586,93.3,23.39,38.9,LOW,SRTM_30m_simulated,150
12.83755,74.85995,96.5,5.67,125.7,LOW,SRTM_30m_simulated,150
12.83755,74.8613,99.6,24.84,89.4,LOW,SRTM_30m_simulated,150
12.83755,74.86265,102.6,9.55,289.6,LOW,SRTM_30m_simulated,150
12.83755,74.864,104.4,21.84,67.0,LOW,SRTM_30m_simulated,150
12.83755,74.86535,108.3,13.89,231.2,LOW,SRTM_30m_simulated,150
12.83755,74.8667,111.5,13.03,285.5,LOW,SRTM_30m_simulated,150
12.83755,74.86805,113.9,19.98,232.6,LOW,SRTM_30m_simulated,150
12.83755,74.8694,117.4,1.64,289.9,LOW,SRTM_30m_simulated,150
12.83755,74.87075,120.3,6.05,164.5,LOW,SRTM_30m_simulated,150
12.83755,74.8721,122.8,32.62,342.6,LOW,SRTM_30m_simulated,150
12.83755,74.87345,126.0,25.75,173.5,LOW,SRTM_30m_simulated,150
12.83755,74.8748,128.1,6.28,316.8,LOW,SRTM_30m_simulated,150
12.83755,74.87615,131.9,16.43,99.5,LOW,SRTM_30m_simulated,150
12.83755,74.8775,134.7,19.51,82.1,LOW,SRTM_30m_simulated,150
12.83755,74.87885,137.5,12.88,166.9,LOW,SRTM_30m_simulated,150
12.83755,74.8802,140.0,2.02,108.4,LOW,SRTM_30m_simulated,150
12.83755,74.88155,143.8,24.9,183.1,LOW,SRTM_30m_simulated,150
12.83755,74.8829,146.0,4.38,87.9,LOW,SRTM_30m_simulated,150
12.83755,74.88425,149.6,24.12,177.6,LOW,SRTM_30m_simulated,150
12.83755,74.8856,152.9,13.7,317.6,LOW,SRTM_30m_simulated,150
12.83755,74.88695,155.8,1.7,2.8,LOW,SRTM_30m_simulated,150
12.83755,74.8883,158.8,36.19,131.0,LOW,SRTM_30m_simulated,150
12.83755,74.88965,161.1,3.74,4.8,LOW,SRTM_30m_simulated,150
12.83755,74.891,164.8,20.46,115.9,LOW,SRTM_30m_simulated,150
12.83755,74.89235,167.4,13.43,115.7,LOW,SRTM_30m_simulated,150
12.83755,74.8937,169.6,26.08,245.6,LOW,SRTM_30m_simulated,150
12.83755,74.89505,172.9,2.07,246.3,LOW,SRTM_30m_simulated,150
12.83755,74.8964,176.6,14.87,42.1,LOW,SRTM_30m_simulated,150
12.83755,74.89775,179.2,23.42,259.8,LOW,SRTM_30m_simulated,150
12.83755,74.8991,181.9,29.65,146.5,LOW,SRTM_30m_simulated,150
12.83755,74.90045,184.6,38.19,347.5,LOW,SRTM_30m_simulated,150
12.83755,74.9018,187.6,6.21,342.2,LOW,SRTM_30m_simulated,150
12.83755,74.90315,190.1,13.82,246.1,LOW,SRTM_30m_simulated,150
12.83755,74.9045,194.0,43.63,346.8,LOW,SRTM_30m_simulated,150
12.83755,74.90585,196.8,4.54,11.2,LOW,SRTM_30m_simulated,150
12.83755,74.9072,199.6,3.33,290.6,LOW,SRTM_30m_simulated,150
12.83755,74.90855,202.9,14.83,85.0,LOW,SRTM_30m_simulated,150
12.83755,74.9099,205.6,32.88,100.7,LOW,SRTM_30m_simulated,150
12.8389,74.81,0.8,12.65,22.7,HIGH,SRTM_30m_simulated,150
12.8389,74.81135,2.2,1.22,300.8,HIGH,SRTM_30m_simulated,150
12.8389,74.8127,5.2,1.95,343.0,MEDIUM,SRTM_30m_simulated,150
12.8389,74.81405,6.5,2.18,334.1,MEDIUM,SRTM_30m_simulated,150
12.8389,74.8154,9.1,1.23,29.3,MEDIUM,SRTM_30m_simulated,150
12.8389,74.81675,11.2,13.72,310.0,MEDIUM,SRTM_30m_simulated,150
12.8389,74.8181,13.7,16.93,272.1,MEDIUM,SRTM_30m_simulated,150
12.8389,74.81945,16.5,14.08,184.2,LOW,SRTM_30m_simulated,150
12.8389,74.8208,18.5,9.99,204.2,LOW,SRTM_30m_simulated,150
12.8389,74.82215,21.6,16.55,343.2,LOW,SRTM_30m_simulated,150
12.8389,74.8235,23.4,4.5,218.1,LOW,SRTM_30m_simulated,150
12.8389,74.82485,25.9,6.53,65.9,LOW,SRTM_30m_simulated,150
12.8389,74.8262,29.4,0.53,216.2,LOW,SRTM_30m_simulated,150
12.8389,74.82755,30.9,18.52,354.5,LOW,SRTM_30m_simulated,150
12.8389,74.8289,35.4,0.34,31.8,LOW,SRTM_30m_simulated,150
12.8389,74.83025,37.1,15.26,139.3,LOW,SRTM_30m_simulated,150
12.8389,74.8316,38.8,13.58,284.1,LOW,SRTM_30m_simulated,150
12.8389,74.83295,41.7,4.44,258.6,LOW,SRTM_30m_simulated,150
12.8389,74.8343,43.8,3.46,13.9,LOW,SRTM_30m_simulated,150
12.8389,74.83565,47.5,18.73,107.4,LOW,SRTM_30m_simulated,150
12.8389,74.837,49.7,1.86,98.5,LOW,SRTM_30m_simulated,150
12.8389,74.83835,52.7,8.57,283.3,LOW,SRTM_30m_simulated,150
12.8389,74.8397,56.1,18.05,18.1,LOW,SRTM_30m_simulated,150
12.8389,74.84105,58.3,8.87,132.2,LOW,SRTM_30m_simulated,150
12.8389,74.8424,60.0,13.54,160.2,LOW,SRTM_30m_simulated,150
12.8389,74.84375,62.8,14.9,152.5,LOW,SRTM_30m_simulated,150
12.8389,74.8451,66.9,1.17,231.5,LOW,SRTM_30m_simulated,150
12.8389,74.84645,69.0,16.9,226.8,LOW,SRTM_30m_simulated,150
12.8389,74.8478,72.0,21.54,260.8,LOW,SRTM_30m_simulated,150
12.8389,74.84915,74.7,5.46,84.4,LOW,SRTM_30m_simulated,150
12.8389,74.8505,75.7,13.05,137.7,LOW,SRTM_30m_simulated,150
12.8389,74.85185,79.4,15.64,348.7,LOW,SRTM_30m_simulated,150
12.8389,74.8532,82.2,19.37,18.4,LOW,SRTM_30m_simulated,150
12.8389,74.85455,84.2,16.96,163.4,LOW,SRTM_30m_simulated,150
12.8389,74.8559,86.6,24.36,106.2,LOW,SRTM_30m_simulated,150
12.8389,74.85725,89.8,4.78,77.8,LOW,SRTM_30m_simulated,150
12.8389,74.8586,92.9,15.25,233.4,LOW,SRTM_30m_simulated,150
12.8389,74.85995,94.5,26.82,335.3,LOW,SRTM_30m_simulated,150
12.8389,74.8613,97.6,13.16,15.7,LOW,SRTM_30m_simulated,150
12.8389,74.86265,101.2,25.03,269.1,LOW,SRTM_30m_simulated,150
12.8389,74.864,103.1,7.1,157.6,LOW,SRTM_30m_simulated,150
12.8389,74.86535,107.5,17.09,333.6,LOW,SRTM_30m_simulated,150
12.8389,74.8667,109.7,11.46,188.8,LOW,SRTM_30m_simulated,150
12.8389,74.86805,113.3,5.95,248.0,LOW,SRTM_30m_simulated,150
12.8389,74.8694,116.3,24.33,198.9,LOW,SRTM_30m_simulated,150
12.8389,74.87075,119.1,1.6,117.9,LOW,SRTM_30m_simulated,150
12.8389,74.8721,121.4,16.8,336.1,LOW,SRTM_30m_simulated,150
12.8389,74.87345,125.3,19.0,130.1,LOW,SRTM_30m_simulated,150
12.8389,74.8748,127.9,16.84,12.6,LOW,SRTM_30m_simulated,150
12.8389,74.87615,130.5,32.82,187.4,LOW,SRTM_30m_simulated,150
12.8389,74.8775,134.2,26.09,197.5,LOW,SRTM_30m_simulated,150
12.8389,74.87885,136.7,7.16,168.2,LOW,SRTM_30m_simulated,150
12.8389,74.8802,140.8,13.6,139.7,LOW,SRTM_30m_simulated,150
12.8389,74.88155,142.1,25.94,184.4,LOW,SRTM_30m_simulated,150
12.8389,74.8829,146.1,23.92,8.4,LOW,SRTM_30m_simulated,150
12.8389,74.88425,148.9,22.56,173.7,LOW,SRTM_30m_simulated,150
12.8389,74.8856,152.2,1.45,248.5,LOW,SRTM_30m_simulated,150
12.8389,74.88695,154.7,5.23,84.1,LOW,SRTM_30m_simulated,150
12.8389,74.8883,158.0,35.71,131.2,LOW,SRTM_30m_simulated,150
12.8389,74.88965,160.3,18.25,217.2,LOW,SRTM_30m_simulated,150
12.8389,74.891,162.9,30.42,93.1,LOW,SRTM_30m_simulated,150
12.8389,74.89235,166.6,0.55,285.5,LOW,SRTM_30m_simulated,150
12.8389,74.8937,169.6,7.32,113.0,LOW,SRTM_30m_simulated,150
12.8389,74.89505,173.0,4.99,24.0,LOW,SRTM_30m_simulated,150
12.8389,74.8964,175.5,0.76,256.8,LOW,SRTM_30m_simulated,150
12.8389,74.89775,178.5,35.05,298.3,LOW,SRTM_30m_simulated,150
12.8389,74.8991,182.5,17.83,344.2,LOW,SRTM_30m_simulated,150
12.8389,74.90045,184.2,37.62,279.1,LOW,SRTM_30m_simulated,150
12.8389,74.9018,187.1,20.85,297.2,LOW,SRTM_30m_simulated,150
12.8389,74.90315,190.0,15.52,157.3,LOW,SRTM_30m_simulated,150
12.8389,74.9045,192.7,20.15,337.6,LOW,SRTM_30m_simulated,150
12.8389,74.90585,195.2,42.9,276.3,LOW,SRTM_30m_simulated,150
12.8389,74.9072,199.7,26.25,331.7,LOW,SRTM_30m_simulated,150
12.8389,74.90855,202.0,6.34,144.2,LOW,SRTM_30m_simulated,150
12.8389,74.9099,204.8,1.09,216.4,LOW,SRTM_30m_simulated,150
12.84025,74.81,0.0,7.62,300.0,HIGH,SRTM_30m_simulated,150
12.84025,74.81135,1.5,10.36,263.4,HIGH,SRTM_30m_simulated,150
12.84025,74.8127,3.6,0.84,52.1,HIGH,SRTM_30m_simulated,150
12.84025,74.81405,6.2,9.33,32.1,MEDIUM,SRTM_30m_simulated,150
12.84025,74.8154,8.0,15.61,302.3,MEDIUM,SRTM_30m_simulated,150
12.84025,74.81675,11.0,12.61,309.0,MEDIUM,SRTM_30m_simulated,150
12.84025,74.8181,13.0,2.03,118.2,MEDIUM,SRTM_30m_simulated,150
12.84025,74.81945,15.3,7.65,233.5,LOW,SRTM_30m_simulated,150
12.84025,74.8208,18.5,5.25,90.9,LOW,SRTM_30m_simulated,150
12.84025,74.82215,21.2,8.38,193.9,LOW,SRTM_30m_simulated,150
12.84025,74.8235,23.4,13.01,109.5,LOW,SRTM_30m_simulated,150
12.84025,74.82485,24.8,2.36,254.0,LOW,SRTM_30m_simulated,150
12.84025,74.8262,28.4,2.75,281.8,LOW,SRTM_30m_simulated,150
12.84025,74.82755,30.6,18.42,52.3,LOW,SRTM_30m_simulated,150
12.84025,74.8289,33.3,14.32,171.8,LOW,SRTM_30m_simulated,150
12.84025,74.83025,36.1,4.56,12.1,LOW,SRTM_30m_simulated,150
12.84025,74.8316,39.0,18.45,107.7,LOW,SRTM_30m_simulated,150
12.84025,74.83295,41.0,21.1,294.1,LOW,SRTM_30m_simulated,150
12.84025,74.8343,43.5,17.61,105.3,LOW,SRTM_30m_simulated,150
12.84025,74.83565,46.6,4.56,64.7,LOW,SRTM_30m_simulated,150
12.84025,74.837,48.4,16.77,169.2,LOW,SRTM_30m_simulated,150
12.84025,74.83835,52.0,4.11,92.2,LOW,SRTM_30m_simulated,150
12.84025,74.8397,54.2,7.0,229.2,LOW,SRTM_30m_simulated,150
12.84025,74.84105,55.9,13.23,266.5,LOW,SRTM_30m_simulated,150
12.84025,74.8424,60.2,7.08,215.7,LOW,SRTM_30m_simulated,150
12.84025,74.84375,60.8,1.72,333.9,LOW,SRTM_30m_simulated,150
12.84025,74.8451,64.7,20.15,291.4,LOW,SRTM_30m_simulated,150
12.84025,74.84645,68.0,22.76,172.8,LOW,SRTM_30m_simulated,150
12.84025,74.8478,70.1,14.18,234.2,LOW,SRTM_30m_simulated,150
12.84025,74.84915,73.4,13.53,66.4,LOW,SRTM_30m_simulated,150
12.84025,74.8505,76.0,1.68,275.8,LOW,SRTM_30m_simulated,150
12.84025,74.85185,77.6,16.02,110.0,LOW,SRTM_30m_simulated,150
12.84025,74.8532,80.3,22.3,144.2,LOW,SRTM_30m_simulated,150
12.84025,74.85455,83.9,15.82,85.1,LOW,SRTM_30m_simulated,150
12.84025,74.8559,85.9,12.06,238.2,LOW,SRTM_30m_simulated,150
12.84025,74.85725,88.2,20.29,220.6,LOW,SRTM_30m_simulated,150
12.84025,74.8586,92.8,12.31,189.5,LOW,SRTM_30m_simulated,150
12.84025,74.85995,94.5,11.09,172.1,LOW,SRTM_30m_simulated,150
12.84025,74.8613,96.6,16.27,36.3,LOW,SRTM_30m_simulated,150
12.84025,74.86265,99.5,3.0,170.0,LOW,SRTM_30m_simulated,150
12.84025,74.864,103.7,3.08,130.4,LOW,SRTM_30m_simulated,150
12.84025,74.86535,105.7,6.88,345.1,LOW,SRTM_30m_simulated,150
12.84025,74.8667,109.0,11.5,13.6,LOW,SRTM_30m_simulated,150
12.84025,74.86805,112.6,24.76,287.4,LOW,SRTM_30m_simulated,150
12.84025,74.8694,115.3,32.23,115.2,LOW,SRTM_30m_simulated,150
12.84025,74.87075,118.2,16.3,232.1,LOW,SRTM_30m_simulated,150
12.84025,74.8721,121.2,24.35,291.6,LOW,SRTM_30m_simulated,150
12.84025,74.87345,123.5,10.28,35.3,LOW,SRTM_30m_simulated,150
12.84025,74.8748,127.6,5.35,105.8,LOW,SRTM_30m_simulated,150
12.84025,74.87615,130.1,33.79,66.8,LOW,SRTM_30m_simulated,150
12.84025,74.8775,133.1,8.32,71.4,LOW,SRTM_30m_simulated,150
12.84025,74.87885,135.8,0.63,172.3,LOW,SRTM_30m_simulated,150
12.84025,74.8802,138.2,26.01,139.7,LOW,SRTM_30m_simulated,150
12.84025,74.88155,142.5,30.55,158.0,LOW,SRTM_30m_simulated,150
12.84025,74.8829,145.6,32.74,151.3,LOW,SRTM_30m_simulated,150
12.84025,74.88425,148.1,11.01,309.7,LOW,SRTM_30m_simulated,150
12.84025,74.8856,150.6,35.4,278.4,LOW,SRTM_30m_simulated,150
12.84025,74.88695,153.5,8.5,8.5,LOW,SRTM_30m_simulated,150
12.84025,74.8883,156.7,4.2,141.7,LOW,SRTM_30m_simulated,150
12.84025,74.88965,160.3,30.4,76.7,LOW,SRTM_30m_simulated,150
12.84025,74.891,162.3,2.24,306.2,LOW,SRTM_30m_simulated,150
12.84025,74.89235,165.4,1.06,182.1,LOW,SRTM_30m_simulated,150
12.84025,74.8937,167.9,15.96,303.3,LOW,SRTM_30m_simulated,150
12.84025,74.89505,171.8,27.67,357.1,LOW,SRTM_30m_simulated,150
12.84025,74.8964,174.8,35.56,5.7,LOW,SRTM_30m_simulated,150
12.84025,74.89775,178.5,29.36,166.6,LOW,SRTM_30m_simulated,150
12.84025,74.8991,180.5,24.23,122.3,LOW,SRTM_30m_simulated,150
12.84025,74.90045,183.7,38.68,59.3,LOW,SRTM_30m_simulated,150
12.84025,74.9018,186.6,23.7,356.0,LOW,SRTM_30m_simulated,150
12.84025,74.90315,189.0,22.52,110.8,LOW,SRTM_30m_simulated,150
12.84025,74.9045,193.0,15.3,184.2,LOW,SRTM_30m_simulated,150
12.84025,74.90585,195.1,10.7,29.5,LOW,SRTM_30m_simulated,150
12.84025,74.9072,198.4,22.32,77.1,LOW,SRTM_30m_simulated,150
12.84025,74.90855,201.5,42.44,49.7,LOW,SRTM_30m_simulated,150
12.84025,74.9099,203.9,7.23,60.2,LOW,SRTM_30m_simulated,150
12.8416,74.81,0.0,10.4,265.4,HIGH,SRTM_30m_simulated,150
12.8416,74.81135,1.4,11.05,254.3,HIGH,SRTM_30m_simulated,150
12.8416,74.8127,3.2,10.0,346.4,HIGH,SRTM_30m_simulated,150
12.8416,74.81405,5.1,8.9,282.8,MEDIUM,SRTM_30m_simulated,150
12.8416,74.8154,7.5,9.22,7.5,MEDIUM,SRTM_30m_simulated,150
12.8416,74.81675,9.5,5.76,277.6,MEDIUM,SRTM_30m_simulated,150
12.8416,74.8181,13.4,9.62,256.8,MEDIUM,SRTM_30m_simulated,150
12.8416,74.81945,15.6,1.24,326.1,LOW,SRTM_30m_simulated,150
12.8416,74.8208,16.4,11.17,236.0,LOW,SRTM_30m_simulated,150
12.8416,74.82215,19.1,10.94,10.7,LOW,SRTM_30m_simulated,150
12.8416,74.8235,22.1,3.71,28.5,LOW,SRTM_30m_simulated,150
12.8416,74.82485,24.8,5.97,237.1,LOW,SRTM_30m_simulated,150
12.8416,74.8262,27.3,13.46,295.7,LOW,SRTM_30m_simulated,150
12.8416,74.82755,30.1,17.57,356.2,LOW,SRTM_30m_simulated,150
12.8416,74.8289,31.9,1.07,347.8,LOW,SRTM_30m_simulated,150
12.8416,74.83025,34.8,17.79,39.7,LOW,SRTM_30m_simulated,150
12.8416,74.8316,37.4,12.15,166.9,LOW,SRTM_30m_simulated,150
12.8416,74.83295,41.6,10.4,112.6,LOW,SRTM_30m_simulated,150
12.8416,74.8343,42.4,15.0,25.1,LOW,SRTM_30m_simulated,150
12.8416,74.83565,46.5,9.9,340.4,LOW,SRTM_30m_simulated,150
12.8416,74.837,48.1,0.7,120.3,LOW,SRTM_30m_simulated,150
12.8416,74.83835,50.8,12.63,19.0,LOW,SRTM_30m_simulated,150
12.8416,74.8397,53.1,12.54,269.9,LOW,SRTM_30m_simulated,150
12.8416,74.84105,56.1,23.07,138.5,LOW,SRTM_30m_simulated,150
12.8416,74.8424,56.8,0.31,126.6,LOW,SRTM_30m_simulated,150
12.8416,74.84375,60.6,10.97,208.6,LOW,SRTM_30m_simulated,150
12.8416,74.8451,64.4,22.48,218.3,LOW,SRTM_30m_simulated,150
12.8416,74.84645,67.3,24.69,321.2,LOW,SRTM_30m_simulated,150
12.8416,74.8478,68.9,10.32,43.3,LOW,SRTM_30m_simulated,150
12.8416,74.84915,71.3,15.14,215.0,LOW,SRTM_30m_simulated,150
12.8416,74.8505,74.5,13.47,253.4,LOW,SRTM_30m_simulated,150
12.8416,74.85185,77.4,17.06,251.8,LOW,SRTM_30m_simulated,150
12.8416,74.8532,80.4,13.33,51.5,LOW,SRTM_30m_simulated,150
12.8416,74.85455,83.0,12.15,146.9,LOW,SRTM_30m_simulated,150
12.8416,74.8559,86.0,6.41,351.9,LOW,SRTM_30m_simulated,150
12.8416,74.85725,87.9,9.28,147.7,LOW,SRTM_30m_simulated,150
12.8416,74.8586,90.4,28.44,120.9,LOW,SRTM_30m_simulated,150
12.8416,74.85995,93.2,24.61,40.0,LOW,SRTM_30m_simulated,150
12.8416,74.8613,96.4,17.02,299.2,LOW,SRTM_30m_simulated,150
12.8416,74.86265,98.7,13.8,165.0,LOW,SRTM_30m_simulated,150
12.8416,74.864,101.8,16.98,68.2,LOW,SRTM_30m_simulated,150
12.8416,74.86535,104.6,0.14,156.3,LOW,SRTM_30m_simulated,150
12.8416,74.8667,108.5,21.81,151.3,LOW,SRTM_30m_simulated,150
12.8416,74.86805,110.6,25.93,162.9,LOW,SRTM_30m_simulated,150
12.8416,74.8694,114.5,8.28,111.0,LOW,SRTM_30m_simulated,150
12.8416,74.87075,116.5,1.55,127.8,LOW,SRTM_30m_simulated,150
12.8416,74.8721,119.1,5.29,124.8,LOW,SRTM_30m_simulated,150
12.8416,74.87345,122.8,2.64,229.2,LOW,SRTM_30m_simulated,150
12.8416,74.8748,125.4,14.83,325.8,LOW,SRTM_30m_simulated,150
12.8416,74.87615,129.1,10.94,287.4,LOW,SRTM_30m_simulated,150
12.8416,74.8775,131.8,15.92,69.3,LOW,SRTM_30m_simulated,150
12.8416,74.87885,134.5,10.07,290.1,LOW,SRTM_30m_simulated,150
12.8416,74.8802,138.2,6.58,253.5,LOW,SRTM_30m_simulated,150
12.8416,74.88155,140.5,18.52,298.5,LOW,SRTM_30m_simulated,150
12.8416,74.8829,143.9,21.1,242.5,LOW,SRTM_30m_simulated,150
12.8416,74.88425,146.5,32.92,279.9,LOW,SRTM_30m_simulated,150
12.8416,74.8856,149.3,4.88,33.5,LOW,SRTM_30m_simulated,150
12.8416,74.88695,152.3,22.76,98.2,LOW,SRTM_30m_simulated,150
12.8416,74.8883,155.7,17.46,21.2,LOW,SRTM_30m_simulated,150
12.8416,74.88965,158.5,14.88,205.0,LOW,SRTM_30m_simulated,150
12.8416,74.891,161.6,12.66,22.8,LOW,SRTM_30m_simulated,150
12.8416,74.89235,165.2,15.68,187.3,LOW,SRTM_30m_simulated,150
12.8416,74.8937,167.5,33.61,207.3,LOW,SRTM_30m_simulated,150
12.8416,74.89505,170.7,12.5,133.8,LOW,SRTM_30m_simulated,150
12.8416,74.8964,173.1,7.35,96.8,LOW,SRTM_30m_simulated,150
12.8416,74.89775,176.0,30.87,314.1,LOW,SRTM_30m_simulated,150
12.8416,74.8991,179.5,32.18,81.1,LOW,SRTM_30m_simulated,150
12.8416,74.90045,182.8,26.4,144.8,LOW,SRTM_30m_simulated,150
12.8416,74.9018,186.2,0.32,351.6,LOW,SRTM_30m_simulated,150
12.8416,74.90315,188.9,32.79,125.0,LOW,SRTM_30m_simulated,150
12.8416,74.9045,191.2,22.78,259.0,LOW,SRTM_30m_simulated,150
12.8416,74.90585,193.8,6.03,131.0,LOW,SRTM_30m_simulated,150
12.8416,74.9072,196.9,27.68,305.5,LOW,SRTM_30m_simulated,150
12.8416,74.90855,200.7,31.03,339.0,LOW,SRTM_30m_simulated,150
12.8416,74.9099,202.8,36.47,286.4,LOW,SRTM_30m_simulated,150
12.84295,74.81,0.0,8.28,35.8,HIGH,SRTM_30m_simulated,150
12.84295,74.81135,0.0,14.65,102.9,HIGH,SRTM_30m_simulated,150
12.84295,74.8127,1.5,10.97,140.8,HIGH,SRTM_30m_simulated,150
12.84295,74.81405,4.0,5.52,238.5,HIGH,SRTM_30m_simulated,150
12.84295,74.8154,6.8,14.39,222.6,MEDIUM,SRTM_30m_simulated,150
12.84295,74.81675,8.7,6.78,72.6,MEDIUM,SRTM_30m_simulated,150
12.84295,74.8181,11.0,5.73,128.1,MEDIUM,SRTM_30m_simulated,150
12.84295,74.81945,14.3,8.97,287.7,MEDIUM,SRTM_30m_simulated,150
12.84295,74.8208,15.9,3.4,161.4,LOW,SRTM_30m_simulated,150
12.84295,74.82215,17.8,0.08,200.4,LOW,SRTM_30m_simulated,150
12.84295,74.8235,20.7,16.17,249.6,LOW,SRTM_30m_simulated,150
12.84295,74.82485,22.8,3.9,349.5,LOW,SRTM_30m_simulated,150
12.84295,74.8262,26.2,3.45,240.2,LOW,SRTM_30m_simulated,150
12.84295,74.82755,28.5,9.11,260.9,LOW,SRTM_30m_simulated,150
12.84295,74.8289,30.8,16.34,76.5,LOW,SRTM_30m_simulated,150
12.84295,74.83025,34.1,0.17,117.8,LOW,SRTM_30m_simulated,150
12.84295,74.8316,36.0,1.87,87.9,LOW,SRTM_30m_simulated,150
12.84295,74.83295,39.3,13.85,97.5,LOW,SRTM_30m_simulated,150
12.84295,74.8343,42.0,12.97,281.1,LOW,SRTM_30m_simulated,150
12.84295,74.83565,44.6,10.74,312.2,LOW,SRTM_30m_simulated,150
12.84295,74.837,46.1,1.33,107.9,LOW,SRTM_30m_simulated,150
12.84295,74.83835,48.7,18.48,272.2,LOW,SRTM_30m_simulated,150
12.84295,74.8397,52.7,21.59,109.2,LOW,SRTM_30m_simulated,150
12.84295,74.84105,54.6,1.17,355.7,LOW,SRTM_30m_simulated,150
12.84295,74.8424,57.4,8.17,354.1,LOW,SRTM_30m_simulated,150
12.84295,74.84375,59.9,16.88,26.2,LOW,SRTM_30m_simulated,150
12.84295,74.8451,63.1,0.94,48.4,LOW,SRTM_30m_simulated,150
12.84295,74.84645,65.1,2.39,174.2,LOW,SRTM_30m_simulated,150
12.84295,74.8478,69.0,23.73,9.8,LOW,SRTM_30m_simulated,150
12.84295,74.84915,70.8,5.4,44.4,LOW,SRTM_30m_simulated,150
12.84295,74.8505,73.5,21.3,136.6,LOW,SRTM_30m_simulated,150
12.84295,74.85185,75.3,7.98,190.6,LOW,SRTM_30m_simulated,150
12.84295,74.8532,80.0,5.39,304.2,LOW,SRTM_30m_simulated,150
12.84295,74.85455,81.9,5.48,155.8,LOW,SRTM_30m_simulated,150
12.84295,74.8559,84.6,23.38,138.4,LOW,SRTM_30m_simulated,150
12.84295,74.85725,87.2,0.02,239.8,LOW,SRTM_30m_simulated,150
12.84295,74.8586,89.4,7.65,107.5,LOW,SRTM_30m_simulated,150
12.84295,74.85995,92.9,23.4,266.9,LOW,SRTM_30m_simulated,150
12.84295,74.8613,96.2,22.79,28.9,LOW,SRTM_30m_simulated,150
12.84295,74.86265,99.2,7.4,170.6,LOW,SRTM_30m_simulated,150
12.84295,74.864,101.1,3.8,33.3,LOW,SRTM_30m_simulated,150
12.84295,74.86535,104.6,13.97,87.5,LOW,SRTM_30m_simulated,150
12.84295,74.8667,107.1,23.17,59.3,LOW,SRTM_30m_simulated,150
12.84295,74.86805,110.5,29.54,126.3,LOW,SRTM_30m_simulated,150
12.84295,74.8694,112.0,2.98,255.7,LOW,SRTM_30m_simulated,150
12.84295,74.87075,116.5,25.21,334.4,LOW,SRTM_30m_simulated,150
12.84295,74.8721,119.3,18.1,123.4,LOW,SRTM_30m_simulated,150
12.84295,74.87345,121.7,5.52,257.0,LOW,SRTM_30m_simulated,150
12.84295,74.8748,124.9,11.98,63.0,LOW,SRTM_30m_simulated,150
12.84295,74.87615,127.5,10.37,262.9,LOW,SRTM_30m_simulated,150
12.84295,74.8775,130.9,28.73,162.3,LOW,SRTM_30m_simulated,150
12.84295,74.87885,134.1,30.74,346.3,LOW,SRTM_30m_simulated,150
12.84295,74.8802,136.7,4.1,290.1,LOW,SRTM_30m_simulated,150
12.84295,74.88155,140.1,10.08,77.0,LOW,SRTM_30m_simulated,150
12.84295,74.8829,142.7,34.5,111.4,LOW,SRTM_30m_simulated,150
12.84295,74.88425,145.8,29.64,256.3,LOW,SRTM_30m_simulated,150
12.84295,74.8856,148.1,1.84,356.3,LOW,SRTM_30m_simulated,150
12.84295,74.88695,151.7,25.38,160.5,LOW,SRTM_30m_simulated,150
12.84295,74.8883,154.7,28.6,149.3,LOW,SRTM_30m_simulated,150
12.84295,74.88965,158.0,6.43,23.5,LOW,SRTM_30m_simulated,150
12.84295,74.891,160.2,28.01,68.2,LOW,SRTM_30m_simulated,150
12.84295,74.89235,163.4,25.83,75.3,LOW,SRTM_30m_simulated,150
12.84295,74.8937,166.5,39.26,134.4,LOW,SRTM_30m_simulated,150
12.84295,74.89505,169.2,10.28,303.0,LOW,SRTM_30m_simulated,150
12.84295,74.8964,171.7,3.99,9.8,LOW,SRTM_30m_simulated,150
12.84295,74.89775,175.7,31.86,315.3,LOW,SRTM_30m_simulated,150
12.84295,74.8991,178.9,10.5,238.5,LOW,SRTM_30m_simulated,150
12.84295,74.90045,182.1,26.5,178.3,LOW,SRTM_30m_simulated,150
12.84295,74.9018,184.4,2.96,202.6,LOW,SRTM_30m_simulated,150
12.84295,74.90315,186.7,12.89,98.7,LOW,SRTM_30m_simulated,150
12.84295,74.9045,190.5,28.89,5.0,LOW,SRTM_30m_simulated,150
12.84295,74.90585,192.8,26.73,29.6,LOW,SRTM_30m_simulated,150
12.84295,74.9072,196.7,36.62,42.8,LOW,SRTM_30m_simulated,150
12.84295,74.90855,199.0,9.25,50.5,LOW,SRTM_30m_simulated,150
12.84295,74.9099,201.9,32.76,35.4,LOW,SRTM_30m_simulated,150
12.8443,74.81,0.0,10.07,137.7,HIGH,SRTM_30m_simulated,150
12.8443,74.81135,0.0,6.74,336.0,HIGH,SRTM_30m_simulated,150
12.8443,74.8127,0.7,4.63,249.2,HIGH,SRTM_30m_simulated,150
12.8443,74.81405,3.3,13.12,243.5,HIGH,SRTM_30m_simulated,150
12.8443,74.8154,4.5,13.94,28.7,HIGH,SRTM_30m_simulated,150
12.8443,74.81675,7.5,7.43,172.5,MEDIUM,SRTM_30m_simulated,150
12.8443,74.8181,10.3,16.13,256.0,MEDIUM,SRTM_30m_simulated,150
12.8443,74.81945,11.6,2.92,0.1,MEDIUM,SRTM_30m_simulated,150
